price;carat
591;0.32
591;0.32
591;0.32
591;0.32
591;0.32
591;0.32
591;0.32
591;0.32
591;0.32
591;0.35
591;0.35
591;0.4
592;0.29
592;0.31
592;0.33
592;0.32
592;0.33
4710;1.07
4710;1.16
4711;0.95
4711;1.23
4712;1.2
4712;1.12
4712;1.02
4712;1
4712;1
4712;1.02
4712;1.02
4712;1.02
4712;0.9
4712;1.13
4712;1.1
4712;0.9
4713;1
4714;1.05
4714;1.22
4714;1.31
4715;0.9
4715;0.9
4715;1.2
4715;1.1
4716;0.73
4716;1.07
4717;1.2
4717;1.08
4717;1
4717;1.17
4717;0.9
4717;0.9
4717;1.04
4718;1.02
4718;1.02
4718;1.02
4718;1.02
4718;1.02
4718;1.02
4718;1.02
4718;1.02
4719;1.01
4719;1.01
4719;1.01
4719;1.01
4719;1.01
4719;1
4719;1.11
4719;1.06
4719;1.32
4719;1.12
4720;0.91
4720;1.12
4721;0.97
4721;1.06
4721;1
4721;0.92
4722;1
4723;1.05
4724;1.04
4724;1.04
4724;1.12
4724;1.02
4724;0.9
4724;0.93
4724;1.14
4724;1
4725;1.25
4725;1.17
4725;1
4725;1.1
4725;1.1
4725;1.1
4725;1.1
4726;0.97
4727;1.01
4727;1.02
4727;1
4727;1.23
4728;1.07
4729;0.91
4729;0.9
4729;1.05
4729;1.05
4730;1
4730;1.38
4730;1.03
4731;1.5
4731;0.91
4732;1
4732;1.3
4732;1
4732;1
4732;1
4732;1
4732;1
4733;1.1
4733;1.08
4733;1.09
4735;1.22
4735;1.22
4735;0.9
4735;0.9
4735;1.22
4737;1
4737;1
4737;1.24
4737;1.33
4737;1.14
4737;1.06
4738;0.95
4738;1.02
4739;1
4739;0.9
4739;1.05
4739;0.91
4739;0.91
4739;0.91
4739;0.93
4740;1.08
4740;1.08
4740;0.9
4740;0.8
4740;0.8
4740;1.04
4740;0.9
4740;1.21
4741;1
4742;1.04
4742;1.05
4742;1.02
4742;1.08
4742;1.05
4742;1.16
4742;1.08
4742;1.26
4743;1.21
4743;1.15
4743;1.15
4743;1
4743;1.01
4743;1.31
4743;0.97
4743;1.01
4743;1
4744;1.11
4744;1.11
4744;1.2
4744;1.2
4744;0.91
4745;1.03
4745;1.06
4745;1.01
4745;1.19
4746;1.02
4746;0.91
4746;1.03
4746;1.26
4746;1.02
4746;1.13
4746;1.18
4746;1.13
4748;1.11
4748;0.94
4749;1
4749;1.01
4749;1.01
4749;1.01
4749;1.01
4749;1.01
4749;1
4749;1.06
4749;1.06
4750;1.1
4750;0.93
4751;1.01
4751;0.81
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4751;1.01
4752;1.2
4752;1.2
4752;1.03
4752;1.07
4752;1.04
4753;1
4753;1.01
4754;1.21
4754;1.02
4754;1.04
4755;0.96
4755;1.11
4755;1.11
4755;1.11
4755;1.11
4756;1.01
4757;1.08
4758;1.03
4758;1.03
4758;1
4758;1
4758;1.2
4758;1.02
4758;1.19
4759;0.91
4759;1.01
4759;1.01
4759;1.01
4759;1.03
4760;0.9
4760;1.01
4760;1
4761;1
4761;1.19
4761;1.09
4762;1.02
4763;1.18
4763;0.99
4763;0.9
4763;1.05
4764;1.1
4764;1.25
4764;0.81
4764;1.03
4764;1.03
4764;1.03
4764;1.03
4764;1.03
4764;1.03
4764;1.07
4764;1.03
4764;1.03
4764;1.07
4764;1.03
4764;1.07
4764;1.07
4765;0.91
4766;1.15
4766;1.13
4766;1.12
4766;1.02
4766;1.01
4766;1.01
4766;1.01
4766;1.09
4766;1.02
4766;1
4767;1.15
4767;1.01
4768;1.11
4769;1.03
4769;1.06
4769;1.11
4769;1.01
4769;1.01
4769;1.03
4770;1.21
4770;0.9
4770;0.9
4770;0.9
4770;0.9
4770;0.9
4770;0.91
4770;1.04
4770;1.04
4771;1.01
4771;1.11
4771;1.2
4771;1.01
4771;1.08
4772;1.15
4773;1.23
4773;1.23
4773;0.9
4773;1.01
4773;1.01
4773;1.23
4774;1.06
4774;1
4774;1.06
4775;1.01
4775;0.91
4776;1.15
4777;1.19
4777;1
4778;1.2
4778;1.09
4778;0.9
4778;1.13
592;0.29
593;0.32
593;0.41
593;0.37
593;0.36
593;0.38
593;0.38
593;0.3
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
4778;1.06
4779;1.27
4779;1.01
4779;1.01
4780;0.9
4780;0.99
4781;1
4781;0.8
4781;1.01
4782;1.03
4782;1.03
4782;1.22
4783;0.9
4783;1.01
4783;1.24
4784;1.09
4784;1.09
4784;1.09
4784;1.09
4784;1.09
4785;1.14
4785;1.06
4785;1.06
4785;1.01
4785;1.16
4785;1.16
4785;1.2
4785;1.01
4785;0.91
4786;1
4786;1.09
4787;1.01
4788;1
4788;1
4788;1
4788;1.01
4788;1.01
4788;1
4788;1
4788;1.14
4788;1.14
4788;1.14
4788;1.14
4788;1
4788;1
4788;1
4788;1.14
4788;1
4788;0.9
4788;1.14
4789;1.14
4789;1.24
4790;1.08
4790;1.01
4790;1.08
4790;0.94
4791;1.1
4791;1.21
4791;1.21
4791;1.04
4791;1.24
4791;1.01
4791;1.01
4791;1.01
4791;0.92
4791;1
4793;1.22
4793;0.93
4794;1.01
4794;1.09
4795;0.91
4795;0.9
4795;1.25
4795;0.9
4796;1.01
4796;1.02
4796;1.02
4796;1.02
4796;1.01
4796;0.9
4797;1.05
4797;1.16
4797;1.04
4798;1.02
4798;0.76
4798;1.02
4798;1
4798;1.02
4798;1.19
4798;1.12
4798;1.02
4798;1
4798;1.02
4798;1.02
4798;1
4798;1.12
4798;1.02
4798;1.02
4799;1.01
4799;1.07
4800;1.03
4800;0.63
4800;1.03
4801;0.9
4801;0.9
4801;1.04
4801;0.91
4802;0.71
4803;1.01
4804;0.9
4804;1.04
4804;1.04
4805;1.01
4805;1.01
4805;1.01
4805;1.01
4805;1
4805;1.23
4805;1
4805;1.01
4805;1.01
4805;1.01
4805;1.1
4805;1.01
4805;1
4805;1
4805;1
4807;1.01
4808;1.01
4808;1
4808;1
4808;1.01
4808;1.01
4808;1.01
4809;1.1
4810;0.97
4811;1.04
4811;1.04
4811;1.12
4811;1.04
4812;1.24
4812;1.01
4812;1.04
4813;1.02
4814;1.16
4814;1.08
4815;1.06
4816;1.21
4816;1.11
4816;1.08
4816;1
4816;0.8
4816;1.01
4816;1.05
4816;1
4816;1
4816;1
4816;0.91
4816;1
4817;0.94
4817;1.11
4817;0.94
4818;1.02
4819;0.9
4819;1.03
4819;1.02
4819;1.02
4819;1.02
4819;1.23
4820;1.16
4821;1.01
4821;1.01
4821;1.01
4821;1.01
4821;1.01
4821;1.01
4821;1.01
4821;0.91
4823;0.91
4823;0.91
4823;0.91
4823;0.91
4823;0.91
4823;0.91
4824;1.02
4824;1.07
4824;1.21
4824;1
4824;1
4824;1.29
4825;1.01
4825;1.01
4826;0.98
4826;1.17
4826;1.17
4826;1.17
4826;1.08
4826;1.39
4827;1.1
4827;1.1
4827;1
4827;1.02
4828;1.04
4828;1.2
4829;1.01
4829;1.01
4829;1.06
4829;1.12
4829;1.1
4829;1.1
4829;1
4829;1.22
4829;1
4830;1.07
4830;1.07
4830;1
4830;1
4830;0.73
4830;1.2
4830;1.15
4830;1.15
4830;1.15
4830;1.01
4830;1.15
4831;1.22
4831;1.2
4831;1.2
4832;1.01
4832;1.07
4832;1.1
4832;1.02
4833;0.9
4834;0.93
4834;1.11
4836;1.03
4836;1.04
4836;1.01
4836;1.01
4836;1.01
4836;1.01
4836;1.01
4836;1.01
4836;1.27
4836;1.01
4837;1.01
4838;1.15
4838;1
4838;1
4838;1.18
4838;1.2
4838;1.2
4838;1.2
4838;0.9
4838;1.2
4838;1.2
4838;1.2
4838;0.9
4838;0.9
4839;1.2
4839;1.01
4839;1.01
4839;1.03
4840;1.08
4840;1.14
4840;1.07
4840;1.12
4841;1
4841;1.21
4842;0.9
4842;1
4842;1.11
4843;1.03
4843;1.03
4843;1.01
4844;1
4844;0.82
4844;1
4844;1
4844;1.01
4844;1
4844;1.2
4844;1.2
4845;1.05
4845;1.03
4845;1.03
4845;1.03
4846;0.9
4846;0.9
4846;1.04
4846;1.01
4847;0.72
4847;1.2
4847;0.9
4848;1.11
4848;1.03
4849;0.91
4849;1.09
4849;1.11
4849;0.96
4849;1.64
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.31
593;0.3
594;0.32
594;0.33
594;0.33
594;0.33
594;0.33
594;0.33
594;0.33
594;0.33
594;0.33
594;0.33
4850;1.01
4851;1.15
4851;1.05
4851;1
4851;1
4851;1
4851;1
4851;1
4851;1.02
4851;1.01
4852;1.12
4852;0.99
4852;1.22
4853;1.01
4853;1.09
4853;1.01
4853;1.01
4853;1.12
4853;1.01
4853;1.01
4853;1.01
4853;1.01
4853;1.01
4853;1.01
4853;1.01
4854;1.13
4854;0.89
4854;1.11
4854;0.9
4854;1.24
4854;1.13
4855;1.01
4855;1.02
4855;1.02
4855;1.02
4856;1.23
4857;1.08
4857;1.05
4858;1.01
4858;0.9
4858;1.01
4858;0.93
4858;1.24
4858;0.79
4859;1
4860;0.91
4860;0.71
4860;0.91
4860;1.26
4861;1
4861;1.07
4861;1.07
4861;1.07
4861;1.22
4861;1
4861;1.15
4861;1.24
4861;1
4861;1
4861;1
4862;1.06
4862;1.06
4862;1.06
4862;1.06
4863;0.99
4863;1.15
4864;1.31
4864;1.08
4864;1
4864;1
4864;1
4864;0.72
4864;0.96
4864;1.01
4865;1.19
4865;1.01
4866;1.05
4867;1
4867;1
4868;1.01
4868;1.1
4868;1.01
4869;1.16
4869;1.16
4869;0.84
4869;1.01
4870;1.15
4870;1.23
4870;1.02
4871;1.11
4871;0.9
4871;0.92
4871;0.9
4871;1.09
4871;1.09
4871;1.09
4871;1.09
4871;1.09
4872;0.9
4872;1.2
4872;1.01
4872;1.16
4872;1.06
4872;1.06
4872;1.16
4872;1.16
4872;1
4872;1.16
4872;1.01
4872;1.01
4873;1.03
4873;1.07
4873;1.01
4873;1.03
4873;1.13
4873;1.13
4873;1.13
4873;1.11
4874;1.03
4874;1.03
4875;1.24
4875;1.14
4875;1.02
4875;1.01
4875;1.01
4876;1.01
4876;1.01
4876;1.23
4876;1.01
4877;1.15
4877;1.11
4877;1.08
4878;1.1
4878;1.28
4878;1.05
4878;1.06
4878;1.01
4879;1.05
4879;0.93
4879;1.21
4879;1.03
4879;1.32
4879;1.21
4879;1.21
4879;1.21
4879;1.21
4880;1.16
4880;1.21
4882;1.02
4882;1
4882;1.11
4883;1.11
4883;1.17
4884;1.02
4884;1.14
4884;1.02
4884;0.9
4884;1.21
4884;1.02
4884;1.02
4884;1.02
4885;1.03
4885;1.18
4886;1.01
4887;1.21
4887;1.01
4887;1.06
4887;1.01
4887;1.01
4889;0.75
4890;1.04
4890;1.04
4890;1.14
4890;1.01
4890;1.01
4890;1.2
4890;1.02
4890;1.11
4890;0.9
4891;1.03
4891;1.09
4891;1.2
4892;1
4892;1.04
4892;1.04
4892;0.96
4892;1.04
4892;1.04
4892;0.91
4893;0.8
4895;1.05
4896;1.23
4897;1.1
4897;1.1
4898;0.9
4898;0.9
4898;1.47
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;1.01
4899;0.87
4899;1.07
4900;1.03
4900;1.06
4900;1.03
4900;0.97
4900;1.03
4900;1.03
4900;1.03
4900;1.25
4901;1
4901;1.02
4902;0.94
4902;0.94
4903;1.18
4903;1.06
4903;1.03
4903;1.06
4904;0.78
4904;1.02
4905;1.14
4906;1.08
4906;1.04
4906;1.14
4906;1.2
4907;1.24
4907;1.02
4909;1.01
4909;1.01
4909;1.01
4909;1.01
4909;1.01
4909;1.01
4911;1.13
4911;1.11
4911;1.15
4911;1.04
4912;1.01
4912;1.01
4912;1.01
4912;1.01
4912;1.02
4912;1.02
4913;0.91
4913;1.21
4914;1.12
4914;1.11
4914;0.91
4914;1.19
4914;1.17
4914;0.9
4914;0.9
4914;0.9
4914;1.17
4914;1.22
4914;1.17
4914;1.17
4915;1.2
4915;1.14
4915;1.15
4915;0.97
4916;1.1
4916;1.1
4916;1.01
4916;1.01
4916;1.01
4916;1.01
4916;1.01
4916;1.24
4916;1.14
4916;0.59
4916;1
4916;1
4916;1.2
4916;1.1
4916;1.24
4916;1.33
4916;1.18
4916;1.1
4917;0.91
4918;1.02
4918;1.07
4918;1.23
4919;0.9
4919;0.9
4919;1
4919;0.91
4919;1.22
4920;1.09
4920;1.06
4921;0.9
4921;0.9
4921;1.01
594;0.33
594;0.33
595;0.31
595;0.25
595;0.25
595;0.25
595;0.31
595;0.31
595;0.37
596;0.32
596;0.28
596;0.28
596;0.28
596;0.32
596;0.28
596;0.31
596;0.31
596;0.4
596;0.4
596;0.35
596;0.34
596;0.28
596;0.35
596;0.38
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
4921;1.01
4921;1.01
4922;0.91
4922;1.13
4922;0.91
4922;0.91
4922;0.91
4924;0.9
4924;0.9
4924;1.02
4925;0.93
4925;0.9
4925;1.15
4925;1
4926;0.81
4926;1.21
4927;0.72
4927;1.2
4927;1.15
4928;1
4928;1.01
4928;1
4928;1.03
4928;1.03
4928;1
4928;1.1
4928;1
4929;1.21
4930;1
4931;1.27
4931;0.82
4931;0.9
4931;1.19
4932;1.02
4932;1.02
4932;1.13
4932;1.05
4932;1.03
4932;1.03
4932;1.03
4933;1.08
4933;1.21
4935;1.14
4935;1.02
4936;1
4936;1.02
4936;1.13
4936;1.13
4936;1.27
4937;1.05
4937;1.05
4937;0.71
4937;1.24
4937;1.29
4938;1.1
4939;1
4939;1
4939;0.9
4939;1.5
4939;1.5
4939;1.01
4939;1.26
4939;0.91
4939;1
4939;1
4939;1
4939;1.4
4939;1.15
4939;1
4939;1
4939;1
4939;1.05
4939;1.15
4940;1.13
4940;0.9
4941;1.04
4942;1.03
4942;1.11
4942;1.11
4943;1.07
4943;1.07
4943;1.01
4943;1.01
4943;0.97
4944;0.91
4944;1.21
4946;0.9
4946;1.02
4946;1.21
4948;1.02
4948;1.02
4948;1.02
4948;1.04
4948;1.04
4948;1.14
4949;1.07
4949;1.07
4949;1.07
4949;1.07
4949;1.01
4950;1.25
4950;1
4950;0.98
4951;0.7
4951;0.7
4953;1.12
4953;1
4953;1.26
4953;1.14
4953;1
4953;1.08
4953;1.34
4954;1.07
4955;1.12
4955;1.07
4955;1.01
4956;1
4956;1
4956;1.18
4956;1.18
4956;1.18
4956;1.18
4956;1
4956;1
4956;1
4956;1
4957;1.14
4958;1.02
4958;1.07
4958;0.95
4958;1.16
4958;1.02
4959;1.09
4959;1.13
4959;1.13
4959;1.01
4959;1.01
4959;1.01
4959;1.01
4959;1.15
4959;1.15
4959;1.23
4959;1.15
4960;1.11
4960;1.23
4961;0.9
4961;0.9
4961;0.93
4961;0.93
4961;1
4961;1
4962;1.1
4963;0.9
4963;1.2
4963;1.11
4963;1.03
4963;0.83
4964;1.02
4964;1.02
4964;1.02
4964;1.02
4964;1.03
4964;0.9
4964;1.13
4964;1.08
4965;1.32
4965;1.09
4965;1.01
4965;1.01
4965;1.55
4965;1.01
4966;1.26
4967;1.1
4967;1.1
4967;1.1
4967;1.28
4967;1.05
4967;1.28
4968;1.02
4968;1.21
4968;1.21
4968;1.21
4969;1.01
4969;1.01
4969;1.01
4969;1.01
4969;1.22
4969;1.11
4969;1.11
4969;0.91
4969;1.16
4969;0.91
4969;0.91
4969;1.16
4969;1.16
4969;1.05
4970;1.09
4971;1.02
4972;1.01
4972;1.06
4972;0.94
4972;1.14
4972;1.01
4973;1.11
4973;1.11
4973;1.04
4973;1.2
4973;1.07
4974;1.35
4974;1.22
4974;1.22
4974;1.03
4974;1.22
4974;1.05
4975;1.05
4975;1
4975;1.05
4976;1.21
4977;0.9
4977;1.01
4977;1.29
4977;1.01
4977;1.01
4978;1
4978;1
4978;1.27
4979;0.91
4979;1.16
4980;1.14
4980;1.04
4980;1.54
4980;1.04
4980;1.04
4980;1.2
4981;0.9
4981;0.71
4981;1.09
4983;1.02
4984;1.06
4984;1.13
4984;1.01
4984;1
4984;1
4985;1.15
4986;1.23
4986;1.23
4986;1.05
4986;1.01
4986;1.01
4986;1.23
4986;1.12
4986;1.12
4987;1.06
4987;1.05
4987;1.12
4988;1.02
4988;1.18
4989;1.08
4989;1.2
4989;1.5
4989;1.26
4989;1.01
4989;1.01
4989;0.83
4989;1
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4989;1.01
4990;1.21
4990;1.02
4990;1.12
4991;1.21
4991;1.01
4991;1.25
4992;1.23
4993;0.99
4994;1.3
4994;1.12
4995;1.06
4995;1
4995;1
4996;1.03
4997;1.1
4997;1.1
4997;1.1
4997;1
4997;1
4997;1.04
4998;1.13
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.4
596;0.34
596;0.34
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.3
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
4998;1.19
4999;1.04
4999;1.17
5000;1
5000;1.24
5000;1.08
5000;1.01
5000;1.01
5000;1.11
5000;1.12
5000;1.01
5000;1
5000;0.9
5000;1.24
5000;1.24
5000;1.5
5001;1.16
5001;1.16
5001;0.9
5001;0.9
5001;0.9
5002;1.07
5002;1.1
5002;1.2
5002;1
5002;1
5002;1.01
5002;1.01
5002;1.01
5002;1.16
5003;1.14
5003;1.14
5004;1.17
5004;1.11
5005;1.09
5005;1
5005;1
5005;1
5005;1.03
5005;1.15
5005;1.14
5006;1.2
5006;0.72
5006;0.92
5006;1.11
5006;1.01
5006;1.01
5006;1.01
5006;1.01
5006;1.01
5006;1.01
5006;1.01
5006;1.01
5006;1.01
5007;0.8
5008;1.27
5008;1.02
5008;1.14
5008;1.14
5008;1.15
5009;1
5010;1.11
5010;1.03
5010;1.01
5010;1.01
5010;1.09
5012;1.03
5012;1.11
5012;1.13
5012;1.17
5013;1.02
5013;1.03
5013;0.9
5013;0.9
5013;0.9
5013;1
5014;1.08
5014;1.13
5014;1.14
5014;0.92
5014;1.02
5014;1.21
5015;1.26
5015;1.26
5015;1.11
5016;1.2
5016;1.2
5016;1.09
5016;1.02
5016;1.16
5017;1.13
5017;1.13
5017;1.04
5018;1.08
5018;1.28
5018;1.03
5018;1
5018;1.12
5019;1.17
5019;1.02
5019;1.05
5019;0.71
5019;0.71
5019;0.71
5020;1
5020;1.06
5020;1.01
5020;1.01
5020;1.01
5020;1.06
5021;1.01
5021;1.01
5021;1.03
5021;1.27
5021;1.39
5022;1.09
5022;1.01
5023;0.91
5023;0.92
5024;1.03
5025;1.17
5026;1
5026;1.01
5026;1.24
5027;0.7
5027;1.12
5027;1.32
5027;1.07
5027;1.25
5027;1
5027;1
5027;1.05
5027;1.05
5028;1.21
5028;0.92
5028;1.01
5028;1.01
5028;1.01
5028;0.97
5028;1.21
5028;1.54
5028;1.21
5028;1.21
5029;1.03
5029;1.22
5029;0.86
5029;1.01
5030;1
5030;1.23
5031;1.07
5031;1.07
5031;1.13
5032;1.17
5032;0.91
5033;1.14
5033;0.91
5033;1.07
5033;1.07
5034;1.16
5034;1.01
5034;1.09
5034;1.01
5034;1.01
5035;1.09
5035;1.09
5035;1.09
5036;1.12
5036;1
5037;1.03
5037;1.23
5037;1.1
5037;1.03
5038;1.02
5038;1.15
5038;1.02
5038;1.02
5038;1.26
5039;1.23
5040;1.2
5040;0.9
5040;1.2
5040;1.25
5040;1.2
5040;1.5
5040;1.2
5040;1.2
5040;1
5040;1
5041;1.01
5041;1.21
5042;1.07
5042;1.11
5042;1.11
5042;1.09
5042;1.09
5042;1.22
5043;1.06
5044;1.16
5044;1.04
5044;1.02
5044;1.02
5044;1.08
5045;1.04
5045;1.24
5045;1.95
5046;1
5046;1.24
5046;1.12
5047;1.15
5047;1.05
5047;1.3
5047;1.02
5047;1.02
5047;1.14
5048;1.06
5049;1.08
5049;1.2
5049;1.08
5049;1.01
5049;1.01
5050;1.03
5050;1.01
5050;1.2
5050;1.01
5050;1.01
5050;1.13
5050;1.13
5050;1.01
5050;1.13
5050;1.01
5050;1.13
5051;1
5051;1
5051;1.01
5051;2
5051;1.11
5051;0.92
5051;1.01
5051;1.01
5051;1
5051;0.72
5052;0.88
5052;1.13
5052;0.65
5053;1.2
5053;1.14
5053;1.2
5054;1.11
5055;1.01
5055;1.01
5055;1.01
5055;1.01
5055;1.01
5055;1.01
5055;1.02
5055;1.02
5055;1.02
5055;1.07
5055;1.07
5055;1.24
5055;1.02
5055;0.91
5055;1.02
5055;0.91
5055;1.12
5056;1.14
5056;1.01
5056;1.22
5056;1.1
5056;0.76
5057;0.91
5057;0.91
5057;1.08
5057;1.05
5058;1
5058;1
5058;1.02
5058;1.12
5058;1.26
5060;1
5061;1
5061;1.11
5062;1.13
5062;1.01
5062;1.01
5063;1.22
5063;1.37
5063;1.03
5063;1.07
5065;1.29
5065;1.07
5065;1.34
5067;1.01
5067;1.01
5067;1.01
5067;1.01
5067;1.25
5067;1.04
5068;0.9
5068;1.29
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.4
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
5068;1.44
5068;1
5068;1.01
5069;1
5070;1.04
5071;1.2
5071;1.54
5072;1.09
5072;1.16
5072;1.22
5072;1.05
5073;1.25
5073;1.1
5073;1.11
5074;1.51
5075;1.14
5075;1.06
5076;1.03
5077;1.02
5077;1.07
5077;1.01
5077;1.01
5078;1.16
5078;1.08
5078;1.01
5078;1.01
5078;1.03
5078;0.93
5079;1.02
5080;1.26
5080;1.26
5080;1.2
5080;1.08
5080;0.9
5081;0.9
5082;1.1
5082;1.1
5082;1.2
5082;1
5082;1
5082;1
5082;1.2
5082;1.21
5082;1.21
5082;1.21
5082;1.02
5082;1.21
5083;1.2
5083;1.83
5083;1.23
5084;1.02
5085;1.01
5085;1.2
5085;1.09
5086;1.13
5086;0.92
5086;0.72
5086;1.04
5087;1.03
5087;1.03
5087;1.03
5087;1.03
5088;0.9
5088;1.12
5088;1.12
5088;1.18
5088;1.03
5088;1.1
5088;1
5088;1.18
5088;1.18
5088;1.1
5088;1
5089;1.02
5090;1.01
5090;1.06
5090;1.01
5090;1.04
5090;1.01
5090;1.01
5091;1.16
5091;1.21
5091;1.16
5091;1.07
5091;1.07
5091;1.11
5092;1.17
5093;1.03
5093;1
5093;1.16
5093;1.16
5093;1.07
5094;1.12
5094;1.33
5095;1.05
5096;1.08
5096;1.08
5096;1
5096;1
5096;1.14
5096;1.21
5096;1.01
5096;1.3
5096;1
5096;1.21
5096;1
5096;1
5096;1
5098;1.2
5098;1.09
5099;1.22
5099;1.01
5100;1.02
5100;1.31
5101;1.13
5101;0.95
5101;1.05
5101;1.03
5101;0.91
5102;1.04
5102;0.9
5102;0.9
5102;1.04
5102;1.11
5102;1.11
5103;1.07
5103;1.36
5104;1.03
5104;1.05
5105;1.04
5105;1.03
5105;1.03
5105;1.03
5106;1.08
5106;1.34
5107;1.01
5107;1.01
5107;1.12
5107;1.16
5107;1.01
5107;1.26
5107;1.2
5107;1.2
5107;1.2
5107;1.5
5108;1.07
5110;1.05
5110;1.25
5111;0.95
5111;1.21
5111;1.03
5111;1.08
5111;1.17
5112;0.99
5112;0.87
5113;1.06
5113;1
5113;1.01
5113;1.01
5113;1.06
5114;1.26
5114;1.2
5115;1.02
5116;1.2
5116;1.2
5116;1.06
5116;0.9
5119;1.01
5119;1
5119;1.12
5120;1.13
5120;1.01
5120;1.15
5120;1.15
5121;1
5121;1.27
5122;0.9
5122;1
5122;1.01
5122;0.9
5122;1.01
5123;1.15
5123;0.9
5123;1.07
5123;1.07
5123;1.07
5123;1.07
5124;1.21
5124;1.16
5124;1.3
5124;1.22
5125;1.09
5125;1.09
5125;1.09
5125;1.09
5125;1.15
5125;1.04
5125;1.24
5126;1.01
5126;0.93
5127;1.05
5127;1.11
5127;1.09
5127;1.09
5127;1.09
5127;1.09
5128;1.24
5128;1.05
5129;1.03
5131;1.09
5131;1.02
5131;1.01
5131;1.01
5131;1.1
5132;1.01
5132;1.01
5132;1.01
5132;1.01
5132;1.01
5132;1.01
5132;1.01
5133;1.13
5134;1.11
5134;1.05
5134;1.03
5134;1.11
5135;1.14
5135;0.9
5136;1.21
5136;1.16
5137;1.04
5138;1.08
5139;1.01
5139;1
5139;1.15
5139;1
5139;1
5139;1.33
5139;1.05
5139;1.14
5140;1.2
5140;1.01
5140;1.21
5140;1.3
5141;1.5
5141;1.2
5141;1.2
5141;0.9
5141;1.08
5141;1.08
5141;1.01
5142;1.06
5142;1.06
5142;1.06
5142;1.2
5143;1.07
5143;1.09
5143;1.03
5143;1.06
5144;1.01
5145;0.91
5145;1.04
5146;1.14
5146;1.24
5147;1.01
5147;1.03
5147;1.13
5147;1.06
5147;1.01
5147;1.01
5147;1.01
5147;1.01
5147;1.01
5147;1.01
5147;1.01
5147;1.01
5148;1
5148;0.9
5148;1.14
5148;1.14
5149;1.13
5149;1.09
5149;1.09
5149;1.09
5151;0.9
5151;0.83
5151;1.26
5151;1
5151;1
5152;1.04
5152;1
5152;1.06
5152;1.15
5152;1.11
5152;1
5152;1.11
5152;1
5154;1.27
5154;1.18
5154;0.73
596;0.34
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.4
596;0.34
596;0.34
596;0.34
596;0.4
596;0.4
596;0.34
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.4
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
596;0.34
597;0.26
597;0.26
597;0.26
597;0.26
5154;0.73
5154;1.01
5154;1.01
5154;1.08
5154;1.04
5154;1.04
5154;1
5154;1.2
5155;1.08
5155;1.02
5155;0.94
5156;1.25
5156;1.05
5156;1.37
5157;1.62
5158;1.01
5158;1.09
5158;1.23
5158;1.29
5159;0.94
5159;1.06
5159;1.06
5160;1.22
5160;0.9
5160;0.9
5161;1
5161;1.44
5161;1.05
5161;1.28
5163;1.23
5163;1.06
5163;1.17
5163;1.18
5163;1.04
5164;1.09
5164;1.09
5164;1.08
5164;1.13
5164;1.16
5164;1.16
5165;1.01
5165;1.09
5165;1.13
5165;1.22
5166;1.1
5166;1.01
5166;1.01
5166;1.01
5166;1.01
5166;1.01
5166;1.01
5166;1.01
5166;1.01
5166;1.25
5166;1.25
5166;1.05
5167;0.9
5167;1.07
5167;1.09
5167;0.91
5167;0.91
5167;1.35
5167;0.91
5168;1.18
5169;1
5169;1.02
5169;1.3
5169;1
5170;1.25
5170;1.57
5171;0.93
5171;1.08
5171;1.08
5171;1.02
5171;1.16
5172;1.01
5172;1.08
5173;1.26
5174;1.2
5174;1
5174;1.2
5174;1.2
5174;1.01
5174;1.01
5174;1.2
